conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b42f6d0-709f-4011-b777-2c8ecc559214,skill/competence,occupation-specific,mantener los equipos de radiodifusión,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b4649e5-25a6-4fb9-a0c4-5bb6c248feda,knowledge,occupation-specific,gemología,"estudio de la composición y de las propiedades de las piedras preciosas
estudio de la composición y de las propiedades de las gemas
análisis y evaluación de las piedras preciosas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b49d940-6440-4dd7-a960-3d7c5ef51e83,skill/competence,cross-sector,manejar equipo de óptica,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b4bff9e-11e7-45b9-9b21-2d205c2fe771,skill/competence,occupation-specific,concebir un enfoque artístico para la propia interpretación,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b52e519-063a-44c5-a10e-b49243c5f370,skill/competence,sector-specific,mantener fosas sépticas,"garantizar el buen funcionamiento de fosas sépticas
realizar tareas de mantenimiento y limpieza en fosas sépticas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b58a6d2-89cf-4ab5-bb62-eb29ae968934,skill/competence,cross-sector,ejecutar programas de atención para los niños,"llevar a cabo programas de atención para los menores
llevar a cabo programas de atención para los niños
ejecutar programas de atención para los menores",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b5d032a-b85a-44ea-9dad-5201048d2dd2,skill/competence,cross-sector,desarrollar estrategias de rehabilitación tras inundaciones,"planificar estrategias de recuperación ambiental tras inundaciones
diseñar estrategias de previsión de inundaciones
desarrollar estrategias de recuperación tras inundaciones",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b648b57-debd-4bf7-8524-48921596c855,skill/competence,occupation-specific,capturar aves de corral,"cazar aves de corral
atrapar aves de corral",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b69101a-0e51-45c6-a7e5-5a60a1c85da0,knowledge,cross-sector,composición de dietas,"formulación de dietas
planificación y selección de dietas
selección de dietas
creación de dietas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b6a9252-2ed7-4862-a02f-1578f4a532ea,knowledge,sector-specific,Eclipse (software de entorno de desarrollo interactivo),,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b6babbe-2243-4772-9f8b-daa4c43c92a0,skill/competence,sector-specific,preparar comidas según dieta,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b6c1537-58c1-45e1-b4e4-f5193fb0a6dc,skill/competence,sector-specific,probar los medicamentos en un laboratorio,probar las medicinas en un laboratorio,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b6c6b8f-3a1d-43af-a40a-73fb50518d00,skill/competence,occupation-specific,realizar la inseminación artificial de ganado,"inseminar al ganado de forma artificial
emplear técnicas de inseminación artificial para el ganado
utilizar técnicas de inseminación artificial para el ganado",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b78965b-5d84-4db6-8e1c-466d9cb37965,skill/competence,cross-sector,ejecutar instrucciones,"respetar instrucciones
seguir instrucciones",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b7968ae-34fc-44cf-bbe4-28bded032004,skill/competence,transversal,comprender el portugués hablado,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b7ec709-9635-4197-82eb-dc1525b2eb8b,knowledge,sector-specific,perturbaciones de las funciones vitales,"alteraciones de las funciones vitales
características de las funciones vitales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b801335-15e6-47d4-8863-9a5844949106,skill/competence,sector-specific,manejar equipos de buques pesqueros,"manejar equipos de barcos pesqueros
operar equipos de buques pesqueros
manipular equipos de buques pesqueros",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b839893-1cfc-467d-89ce-b5daa5d0f78f,skill/competence,sector-specific,utilizar lastres,"usar lastres
emplear lastres",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b85a3ef-4518-42e1-84ff-55ff13c2641f,skill/competence,sector-specific,abogar por los usuarios de los servicios sociales,"defender los intereses de los usuarios de los servicios sociales
interceder por los usuarios de los servicios sociales
defender a los usuarios de los servicios sociales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b87e413-de63-4c7e-b1a5-01bc6a8aa409,knowledge,occupation-specific,materiales para hacer muñecas,"componentes de la muñeca
partes de la muñeca",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b9194f0-f8bb-4b9a-96a5-2203c9c2671b,skill/competence,cross-sector,supervisar operaciones de ensamblado,"gestionar operaciones de fabricación
controlar operaciones de producción
supervisar operaciones de ensamblaje",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f,skill/competence,transversal,comprender el romaní escrito,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b9c6280-cd0b-4462-885e-da63fe5918ea,skill/competence,sector-specific,realizar el diseño digital de los planos de un escenario,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ba52a7d-4581-4948-a498-fb78629f4afa,skill/competence,sector-specific,utilizar equipos de seguridad para pintar,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6badc79b-4353-4f95-b248-57a9ed07c7ac,skill/competence,cross-sector,garantizar la seguridad de los trabajadores,velar por la seguridad de los trabajadores,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bae0078-d7e1-46c5-b4ce-0d70cbf9016b,skill/competence,cross-sector,gestionar programas de ayuda humanitaria,"organizar programas de ayuda humanitaria
gestionar la distribución de ayuda humanitaria",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bb0026e-3c7f-4b97-88bc-4da7d956b090,skill/competence,occupation-specific,enseñar lingüística,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bc02a4a-66af-4b49-9bd3-d07695d52b42,skill/competence,sector-specific,respetar el código de conducta ética empresarial,"respetar el código de conducta ética de la empresa
seguir el código de conducta de la empresa",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bc0f148-431e-4323-9dc5-f217a757e890,skill/competence,occupation-specific,colocar estructuras de machos de fundición,"insertar machos de fundición
introducir estructuras de machos de fundición
colocar estructura del noyo",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bc57b80-37c8-4c9a-be7b-960d2e44fb77,skill/competence,cross-sector,comunicar problemas comerciales y técnicos en lenguas extranjeras,"poder notificar problemas comerciales y técnicos en otros idiomas
poder transmitir problemas comerciales y técnicos en otros idiomas
poder comunicar problemas comerciales y técnicos en otros idiomas
notificar problemas comerciales y técnicos en lenguas extranjeras
transmitir problemas comerciales y técnicos en lenguas extranjeras",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,knowledge,transversal,croata,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be00ca2-9e51-48fa-82e2-06e413efc184,skill/competence,occupation-specific,manipular cilindros,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be072f1-e340-4f6d-851b-3e64f6f57446,skill/competence,sector-specific,diseñar instrumentos musicales,concebir instrumentos musicales,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be59d18-33f8-4e08-aa34-dd55de5b1528,skill/competence,occupation-specific,ajustar regruesadora,"ajustar aplanadora
modificar ajustes de regruesadora
modificar parámetros de regruesadora
ajustar sepilladoras
adaptar regruesadora",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be5f174-9b46-4b76-9aa1-177f3845b615,skill/competence,transversal,interactuar verbalmente en letón,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be60dda-a0d8-490e-9d24-df7c7003d41f,skill/competence,sector-specific,atender consultas veterinarias,"realizar consultas veterinarias
asesorar a los clientes sobre el tratamiento veterinario
llevar a cabo consultas veterinarias",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be902f1-9675-4e57-a398-f5be3598a1f0,skill/competence,occupation-specific,calcular el valor de las apuestas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bed3a09-888b-4b85-b9f6-32b966154cf4,knowledge,sector-specific,obesidad,"exceso de peso
sobrepeso",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bee2e0f-4f12-4a82-a395-370cf0567c12,skill/competence,occupation-specific,gestionar contratos de servicios en el sector de la extracción de petróleo,"gestionar contratos de servicios en la industria de la perforación
administrar contratos de servicio en la industria petrolera",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bf4f085-82d2-4b21-9aa5-9c1f955becab,skill/competence,occupation-specific,realizar pedidos de ingredientes de panificación,realizar pedidos de ingredientes de panadería,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bf6b5bd-6658-4338-b0ee-dc143e68e6d3,skill/competence,cross-sector,ofrecer ayuda para realizar cálculos financieros,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c05d755-009d-4fd7-9265-f588f32a606d,skill/competence,occupation-specific,planificar el proceso de adquisición de equipos meteorológicos,"proyectar el proceso de adquisición de equipos meteorológicos
planear el proceso de adquisición de equipos meteorológicos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c06c0f6-3510-4ef3-ab51-b0bec7f209ba,skill/competence,occupation-specific,hacer un resumen,"redactar un resumen
hacer un compendio
escribir un resumen
escribir un extracto
hacer un sumario",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c08403c-a5bb-4868-b8c2-b7d039c0e511,skill/competence,sector-specific,diseñar esquema de base de datos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c10e1c0-a7d2-4b58-9b8f-b1681d353255,skill/competence,occupation-specific,ajustar impresora de rotograbado,"modificar parámetros de impresora de rotograbado
adaptar impresora de rotograbado
modificar ajustes de impresora de rotograbado",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c1143b7-1a4c-49ba-849a-ae328673e566,knowledge,sector-specific,estructura del suelo,"diversidad de los componentes y tipos de suelo
características de la estructura del suelo
diversidad de la estructura del suelo",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c153605-d62c-4970-81a9-49646ab32032,knowledge,sector-specific,productos electrónicos de consumo,"electrónica de consumo
productos electrónicos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c190890-d5ab-46ab-915b-04e995dc0d76,knowledge,cross-sector,principios de la construcción de edificios,"reglamentos de la construcción de edificios
fundamentos de la construcción de edificios",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c1efc8a-c467-4b2f-a87b-f90c1525a549,skill/competence,sector-specific,pulir gemas,"pulir piedras semipreciosas
abrillantar piedras semipreciosas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c237701-1e50-4700-894b-25394349c57f,skill/competence,occupation-specific,manipular materiales para la fabricación de productos de mimbre,"utilizar materiales para la fabricación de productos de mimbre
trabajar con materiales para la fabricación de productos de mimbre
emplear materiales para la fabricación de productos de mimbre",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c252ea9-e7df-4f82-8035-7d7ee742ff0e,knowledge,sector-specific,cooperación interprofesional en atención sanitaria,"cooperación interprofesional en entornos médicos
cooperación interprofesional en asistencia médica",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c268fb6-fb40-42ca-bbed-bdd2dd081f47,knowledge,sector-specific,productos para la alimentación animal preparados,piensos preparados,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c2857b2-4d78-4ddf-97b3-4f79cad891af,skill/competence,sector-specific,analizar materiales al recibirlos,"supervisar la recepción de materiales
comprobar el buen estado de materiales recibidos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c2b82c8-c98a-45a1-8291-59d5660acf6a,skill/competence,occupation-specific,medir juveniles y alevines,"examinar juveniles y alevines
clasificar juveniles y alevines por tamaño",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c2dab43-b56a-4879-ae5f-75ae50e193c3,knowledge,sector-specific,paneles de control de sistemas de dragado,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c3031c8-fac1-449a-849f-c24c5009db33,skill/competence,cross-sector,dispensar lentes graduadas,"dispensar gafas y lentes de contacto
dispensar gafas y lentes de contacto de acuerdo con la receta
dispensar lentes graduadas de acuerdo con la receta",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c315001-d329-4930-9294-9cf2c7afb672,skill/competence,cross-sector,revisar documentación sobre sistemas de control de calidad,"verificar documentación sobre sistemas de control de calidad
leer documentación sobre sistemas de control de calidad
modificar documentación sobre sistemas de control de calidad",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c346579-6243-46af-8f0e-cca30ca8c4fe,skill/competence,occupation-specific,llevar el registro de las entregas de pedidos de café,"hacer el seguimiento de las entregas de pedidos de café
registrar las entregas de pedidos de café",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c3527eb-71d6-4e9f-b481-8856dce1d6f1,skill/competence,sector-specific,mantener el equipo de grabado,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c3d9ae0-b7ea-466e-ae9c-04138a4abbba,skill/competence,sector-specific,subirse a los vagones,"montarse en los vagones
embarcar en los vagones",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c3e28d6-e3cc-4b25-a5da-a0dce043cf17,skill/competence,cross-sector,gestionar la información en la asistencia sanitaria,administrar la información en la asistencia sanitaria,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c3f7679-af52-4806-ab0d-2a692640703b,skill/competence,cross-sector,informar sobre los contratos de alquiler,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c4ac9e9-e9d6-4527-a8df-b51b9197850f,skill/competence,sector-specific,vender productos lubricantes refrigerantes para vehículos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c4b5031-2eaf-449e-af88-8304a66e4eb5,knowledge,cross-sector,sistemas de distribución de combustible,"métodos de distribución de combustible
modos de distribución de combustible",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c56ef42-3d55-4f73-a7a0-663a820d5141,skill/competence,occupation-specific,crear espiras en forma de V,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c619869-46b6-4a52-8889-1fc737546b36,skill/competence,cross-sector,comprender el griego clásico escrito,comprender el griego antiguo escrito,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c65bbce-15ce-447e-9666-0fe928f5588c,skill/competence,sector-specific,probar unidades mecatrónicas,"verificar el buen funcionamiento de unidades mecatrónicas
controlar el buen funcionamiento de unidades mecatrónicas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6da46c-c939-488c-8055-006b11d4ed1a,skill/competence,sector-specific,controlar la utilización de recursos en la producción,"administrar la utilización de recursos en la producción
gestionar la utilización de recursos en la producción
supervisar la utilización de recursos en la producción",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6dbc9f-5607-4fba-b831-8c814dc71cd6,skill/competence,occupation-specific,determinar el valor nutricional de piensos,"analizar el valor nutricional de piensos
evaluar el valor nutricional de piensos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c6f0d6e-1f31-4413-b2ee-dabe135b29a7,knowledge,sector-specific,historia del arte,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c77aeef-327e-440f-8510-74ce5a73bd8a,skill/competence,sector-specific,atender a pacientes con ansiedad,"tratar con pacientes en estado de ansiedad
atender a pacientes en estado de ansiedad
tratar con pacientes con ansiedad",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c7e5e01-a372-4674-aa7c-589eb9e9448a,skill/competence,cross-sector,participar en coloquios científicos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c80c47c-3d08-4356-aa82-46f6ec82c898,skill/competence,cross-sector,asesorar sobre cuestiones relacionadas con problemas de fabricación,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834,knowledge,cross-sector,sistemas de gestión de aprendizaje,"sistema de gestión de la formación
software de aprendizaje
plataforma de gestión de aprendizaje
LMS
sistemas de gestión de formación en línea",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c81f922-0078-4796-b4bf-bdfd10276efb,skill/competence,cross-sector,inspeccionar las instituciones educativas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c823865-96d5-4631-a30e-51a2f2a45435,knowledge,occupation-specific,lectura labial,"interpretación labial
lectura labiofacial
labiolectura",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c870993-9341-438b-91c0-c7fe4f96d8f5,skill/competence,cross-sector,aplicar el pensamiento estratégico,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c89fe50-bd92-4b75-94b9-5c65e423f2a2,knowledge,occupation-specific,distinguir entre tipos de sierras,"diferenciar entre tipos de sierras
identificar tipos de sierras",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c8e99ae-f429-4b6f-b243-6b404fa5f49b,skill/competence,occupation-specific,transformar cristales en obleas,"convertir cristales en obleas
fabricar obleas
cortar obleas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c8ed0d1-4fc9-41a6-9587-6dbc82cabfc3,knowledge,sector-specific,gestión de colecciones,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c902e55-c42f-482f-91e7-f8bcd7ef4ff3,skill/competence,sector-specific,conectar cabezas de pozos,"instalar cabezas de pozos
conectar bocas de pozos
preparar cabezas de pozos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c9bff2e-e354-4c63-b17d-97b4e29662fc,knowledge,occupation-specific,tipos de martillos de forja,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6c9ce09b-e7b2-4164-b5b2-9b3bb2b720fd,skill/competence,sector-specific,realizar inspecciones de la seguridad en el aeropuerto,"hacer inspecciones de seguridad aeroportuaria
inspeccionar la seguridad del aeropuerto",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ca3261e-f750-4288-ba15-c36892122ac5,skill/competence,sector-specific,sujetar neumáticos en el molde,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ca433d5-7633-406a-a870-667d5f1a86b0,skill/competence,sector-specific,desarrollar una estrategia de traducción,"idear una estrategia para hacer una traducción
elaborar una estrategia para hacer una traducción",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6caa915b-b80d-4b43-8bbc-54914e0d5032,skill/competence,occupation-specific,gestionar sistemas de ventilación de minas,"controlar la calidad del aire en minas
controlar sistemas de ventilación de minas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6caaeece-8a4a-44b3-bc78-d9687676c015,skill/competence,sector-specific,ayudar a los niños que han sufrido un trauma,ayudar a los niños que han experimentadoun  trauma,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cad4013-3055-47ba-8316-0720e1a55256,skill/competence,sector-specific,realizar el diseño técnico de un equipo de sonido,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cb07eb8-8fa2-4e77-997b-85507e09405d,skill/competence,occupation-specific,proteger las zonas adyacentes durante las operaciones de deshollinado,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cb81eb8-4c8b-4612-b60d-0ac04802cf21,knowledge,occupation-specific,terminología referente al bingo,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cb9c23b-e3bc-4917-b588-26c4cef9d920,knowledge,cross-sector,mantenimiento y reparación,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ccce6e5-d18b-412f-a28e-828ac6dd839b,knowledge,sector-specific,medios de contraste,"agentes de contraste
materiales de contraste",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cd29d73-e352-40b4-89c5-cdb3faff0a38,skill/competence,cross-sector,gestionar al equipo encargado de la seguridad,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cdaa773-3b80-465b-bba3-46fde74816d8,skill/competence,occupation-specific,limpiar los buques,"llevar a cabo la limpieza de los buques
realizar la limpieza de embarcaciones",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cdbf449-156a-4c7a-8011-197a485f83aa,knowledge,sector-specific,normativa de higiene relativa a la alimentación animal,"normas de higiene relativas a la alimentación de los animales
normas de higiene relativas a la alimentación animal
normativa de higiene relativa a la alimentación de los animales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cdcabee-5927-4f16-9b46-0bb384782915,skill/competence,sector-specific,tomar decisiones con respecto al bienestar de los animales,"tomar decisiones con respecto al bienestar de un animal
tomar decisiones con respecto al bienestar del animal",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ce5720c-eab2-4d63-98aa-38f0a1c554db,skill/competence,cross-sector,llevar a cabo cursos de formación sobre el uso de equipos biomédicos,"realizar cursos de formación sobre el uso de equipos biomédicos
formar al personal sobre el uso de equipos biomédicos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6ceecfd6-3256-40f6-8924-7c68011fc240,knowledge,occupation-specific,partes de la máquina de moldeo por compresión,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cf8c56c-4db6-4f6b-88b6-331f9902acea,skill/competence,sector-specific,etiquetar las muestras de sangre,"colocar etiquetas a las muestras de sangre
etiquetar las muestras de sangre de acuerdo a la normativa vigente",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cf8d3d0-77c9-4252-b259-04d0c2f62ede,skill/competence,cross-sector,instalar unidades de vidrio aislante,"montar unidades de acristalamiento múltiple
instalar unidades de acristalamiento con cámara
montar unidades de acristalamiento aislante",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cfa75cf-8c07-4b9f-8106-912d2b7232bc,skill/competence,occupation-specific,llevar a cabo la reparación del techo de automóviles descapotables,"realizar la reparación del techo de automóviles descapotables
hacer la reparación del techo de automóviles descapotables",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6cfd4a53-f454-43aa-900e-c973cf5827a3,skill/competence,cross-sector,inspeccionar líneas de transmisión subterráneas,"verificar el cableado subterráneo
controlar líneas de transmisión eléctrica subterráneas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d019dab-a7ab-4f22-9197-afb1fbd3d27d,skill/competence,sector-specific,seguir el código deontológico de los servicios de traducción,"respetar el código de conducta ético de los servicios de traducción
cumplir el código deontológico de los servicios de traducción",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d043734-b8a7-40bd-8e7a-c873bf9e310b,skill/competence,sector-specific,mantener el equipo de cría,"preservar el equipo de reproducción
cuidar el equipo de reproducción
mantener el equipo de reproducción
cuidar el equipo de cría
preservar el equipo de cría",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d044324-5f20-42a7-99de-a61bcf9a264d,skill/competence,cross-sector,inspeccionar las instalaciones de depósito de residuos,"hacer inspecciones de las instalaciones de depósito de residuos
realizar inspecciones de las instalaciones de depósito de residuos
llevar a cabo inspecciones de las instalaciones de depósito de residuos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d0454a0-2335-4908-adff-200436f95cdf,skill/competence,cross-sector,elegir capa de imprimación adecuada,"identificar capa de imprimación adecuada
seleccionar capa de imprimación adecuada
especificar capa de imprimación adecuada",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d0f4280-3320-4e56-a8ac-e1f536d5cef1,skill/competence,occupation-specific,garantizar el desplazamiento seguro de los espectadores,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d12ac9b-5ec0-49b9-bd70-5a19352585cb,skill/competence,cross-sector,diseñar circuitos integrados,"diseñar microchips
desarrollar circuitos integrados
diseñar microcircuitos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d13053b-ee35-492c-8976-8178420df398,knowledge,cross-sector,control de infecciones,"lucha contra las infecciones
lucha contra las enfermedades infecciosas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d1532b4-b649-4089-b665-cf80debf159b,knowledge,occupation-specific,comidas y bebidas del menú,"menú de comidas y bebidas
comidas y bebidas mostradas en el menú
comidas y bebidas en el menú
lista de comidas y bebidas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d1dad98-12d2-45b6-a1dd-6916734b1fed,skill/competence,sector-specific,controlar reguladores de balasto,inspeccionar reguladores de balasto,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d23d9b2-3eb0-454b-bb1a-bb5b277c98b5,skill/competence,sector-specific,promover la salud en la atención especializada,fomentar la salud en la atención especializada,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d2588bb-9e02-4665-b10a-05f013fab9ad,skill/competence,occupation-specific,demostrar maestría musical,"demostrar capacidad musical
mostrar maestría musical
demostrar talento musical",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d25ef0c-9f6c-4e46-acf3-b2ae022f85f6,skill/competence,cross-sector,gestionar al personal,"administrar al personal
tramitar el personal",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d2872f7-219c-43b0-a2cc-99f411121c03,skill/competence,cross-sector,expedir documentos oficiales,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d289e8b-2cc1-4eda-ab1f-ad1090ef98f0,knowledge,sector-specific,WordPress,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d2e2dac-e93b-4afc-8621-7b8ceb3e48f9,skill/competence,occupation-specific,preparar propuestas de calendarios anuales para los buques,"disponer propuestas de calendarios anuales para los buques
establecer propuestas de calendarios anuales para los buques",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d330bed-8206-43b3-a34b-a41da15c8d73,skill/competence,sector-specific,reparar el sistema mecánico de un buque,"restaurar el sistema mecánico de un buque
arreglar el sistema mecánico de un buque",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d355a4e-d9b6-4a24-a79b-30176e15589e,knowledge,sector-specific,procesos de filtración de las bebidas,"procesos seguros y económicos para filtrar las bebidas
formas de filtrar las bebidas
procesos seguros y económicos de filtración de las bebidas
métodos de filtración de las bebidas
procesos para filtrar las bebidas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d35de4c-96d0-4598-b9ad-8b0e766919ca,skill/competence,occupation-specific,construir una base para los productos,"crear una base para los productos
fabricar una base para los productos
armar una base para los productos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d372e75-5ca1-483a-b930-dd495dbe22ef,skill/competence,occupation-specific,transportar herramientas para trabajos de recolección,"trasladar herramientas para trabajos de recolección
mover herramientas para trabajos de recolección",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,knowledge,transversal,inglés,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d464155-f952-459e-92cd-308851f918f5,skill/competence,occupation-specific,seleccionar a estudiantes para que actúen como embajadores,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4e180e-019f-417c-b6a6-69175c1f76d3,skill/competence,occupation-specific,utilizar procedimientos de diagnóstico por imágenes,usar procedimientos de diagnóstico por imágenes,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4feb44-401c-480d-a05b-02ca8b38d7cd,skill/competence,transversal,escribir en malayo,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d51cc74-8def-4653-8a62-03db98462cb0,skill/competence,sector-specific,coordinar a los encargados de la confección del vestuario,,
